ID	name	location	rest_type	type
10451	Rasoi	Banashankari	Quick Bites	Delivery
10451	Mr. Singh Da Dhaba	Kumaraswamy Layout	Quick Bites	Delivery
10452	Kababs N Biryani	Banashankari	Quick Bites	Delivery
10452	Ayodhya Upachar	Banashankari	Quick Bites	Delivery
10453	Biriyani Mane	Jayanagar	Quick Bites	
10453	Cafe Ajfan	Jayanagar	Cafe	
10454	Brundhavana Food Point	Kumaraswamy Layout	Quick Bites	Delivery
10454	SLV Corner Restaurant	Basavanagudi	Casual Dining	Delivery
10455	Biryani Royals Garden	Kumaraswamy Layout	Quick Bites	Delivery
10455	Hotel New Karavali	Banashankari	Quick Bites	Delivery
10456	The Krishna Grand	Banashankari	Casual Dining	Delivery
10456	360 Atoms Restaurant And Cafe	Banashankari	Cafe	Delivery
10457	Roti Ghar	Basavanagudi	Casual Dining	Delivery
10457	The Coffee Shack	Banashankari	Cafe	Delivery
10458	Multi Snacky Hub	Basavanagudi	Quick Bites	Delivery
10458	Kettle & Kegs	Banashankari	Delivery	Delivery
10459	Baisakhi	Basavanagudi	Casual Dining	Delivery
10459	Corner House Ice Cream	Banashankari	Dessert Parlor	Desserts
10460	Poonam Sweets	Banashankari	Sweet Shop	Desserts
10460	XO Belgian Waffle	Banashankari	Dessert Parlor	Desserts
10461	Old Mumbai Ice Cream	Banashankari	Dessert Parlor	Desserts
10461	Cake of the Day	Banashankari	Bakery, Dessert Parlor	Desserts
10462	Amma's Pastries	Banashankari	Dessert Parlor	Desserts
10462	Kanti Sweets	Banashankari	Sweet Shop	Desserts
10463	Sugar Rush	Banashankari	Bakery	Desserts
10463	Polar Bear	Banashankari	Dessert Parlor	Desserts
10464	San Churro Cafe	Banashankari	Cafe, Casual Dining	Desserts
10464	Anand Sweets and Savouries	Banashankari	Sweet Shop, Quick Bites	Desserts
10465	Ibaco	Banashankari	Dessert Parlor	Desserts
10465	Kirthi's Biryani	Banashankari	Cafe	Desserts
10466	The Lassi and Juice Park	Banashankari	Beverage Shop, Dessert Parlor	Desserts
10466	Stoned Monkey	Banashankari	Dessert Parlor	Desserts
10467	Parimala Sweets	Banashankari	Sweet Shop	Desserts
10467	The Big O Bakes	Banashankari	Bakery	Desserts
10468	Shree Mahalakshmi Sweets	Banashankari	Sweet Shop	Desserts
10468	Keventers	Banashankari	Beverage Shop, Dessert Parlor	Desserts
10469	Dessert Rose	Banashankari	Dessert Parlor	Desserts
10469	Thanco's Natural Ice Creams	Banashankari	Dessert Parlor	Desserts
10470	Corner Stone	Banashankari	Beverage Shop, Quick Bites	Desserts
10470	Kaggis	Banashankari	Quick Bites	Desserts
10471	Cocoa Bakes	Banashankari	Bakery	Desserts
10471	Floured-Baked With Love	Banashankari	Takeaway, Delivery	Desserts
10472	CAFE NOVA	Banashankari	Cafe	Desserts
10472	Cakes & Slices	Banashankari	Bakery	Desserts
10473	Arun Ice Cream	Banashankari	Dessert Parlor	Desserts
10473	Just Bake	Banashankari	Bakery	Desserts
10474	Kwality Wall's Swirl's Happiness Station	Banashankari	Dessert Parlor	Desserts
10474	Melting Melodies	Banashankari	Bakery	Desserts
10475	Sweet N Swirl	Banashankari	Dessert Parlor	Desserts
10475	Sai Super Sandwich	Banashankari	Quick Bites	Desserts
10476	Sweet Truth	Banashankari	Delivery	Desserts
10476	Waffle-A-Go Go	Banashankari	Dessert Parlor	Desserts
10477	Gopi Ice Creams	Banashankari	Dessert Parlor	Desserts
10477	Sri Venkateshwara Sweet Meat Stall	Basavanagudi	Sweet Shop, Quick Bites	Desserts
10478	Baskin Robbins	Basavanagudi	Dessert Parlor	Desserts
10478	Redberrys	Basavanagudi	Cafe	Desserts
10479	Amande Patisserie	Basavanagudi	Bakery	Desserts
10479	Srinivasa Brahmins Bakery	Basavanagudi	Bakery, Quick Bites	Desserts
10480	Jain Bakes	Basavanagudi	Bakery	Desserts
10480	Cake Ghar	Basavanagudi	Bakery	Desserts
10481	KC Das - Sweet Spot	Basavanagudi	Sweet Shop, Quick Bites	Desserts
10481	Diabetics Dezire Sugarless Sweets and Bakes	Basavanagudi	Dessert Parlor, Sweet Shop	Desserts
10482	Cake Yard	Basavanagudi	Dessert Parlor	Desserts
10482	Iceberg Icecreams	Basavanagudi	Dessert Parlor	Desserts
10483	A2B Veg - Adyar Ananda Bhavan	Basavanagudi	Casual Dining	Desserts
10483	Sri Krishna Sweets	Basavanagudi	Sweet Shop	Desserts
10484	Cake Art	Basavanagudi	Bakery, Quick Bites	Desserts
10484	Asha Sweets Centre	Basavanagudi	Dessert Parlor	Desserts
10485	My Tea House	Banashankari	Casual Dining	Dine-out
10485	The Krishna Grand	Banashankari	Casual Dining	Dine-out
10486	Sea Spice by 7 Star	Banashankari	Casual Dining	Dine-out
10486	Mini Punjabi Dhaba	Banashankari	Quick Bites	Dine-out
10487	Onesta	Banashankari	Casual Dining, Cafe	Dine-out
10487	Jalsa	Banashankari	Casual Dining	Dine-out
10488	Vinny's	Banashankari	Casual Dining	Dine-out
10488	Jcubez	Banashankari	Lounge	Dine-out
10489	Gustoes Beer House	Banashankari	Pub	Dine-out
10489	Penthouse Cafe	Banashankari	Cafe	Dine-out
10490	Spice Elephant	Banashankari	Casual Dining	Dine-out
10490	Smacznego	Banashankari	Cafe	Dine-out
10491	CafDown The Alley	Banashankari	Cafe	Dine-out
10491	Cafe Shuffle	Banashankari	Cafe	Dine-out
10492	The Coffee Shack	Banashankari	Cafe	Dine-out
10492	Anna Kuteera	Banashankari	Casual Dining	Dine-out
10493	Szechuan Dragon	Banashankari	Casual Dining	Dine-out
10493	1947	Banashankari	Casual Dining	Dine-out
10494	Caf-Eleven	Banashankari	Cafe	Dine-out
10494	Thamboola	Banashankari	Casual Dining	Dine-out
10495	Ferment	Banashankari	Casual Dining, Bar	Dine-out
10495	Havyaka Mess	Banashankari	Mess	Dine-out
10496	San Churro Cafe	Banashankari	Cafe, Casual Dining	Dine-out
10496	Cafe Vivacity	Banashankari	Cafe	Dine-out
10497	Chung Wah	Banashankari	Casual Dining	Dine-out
10497	Vietnamese Kitchen	Banashankari	Casual Dining	Dine-out
10498	Blue Wings Bar & Restaurant	Banashankari	Bar, Casual Dining	Dine-out
10498	Anand Sweets and Savouries	Banashankari	Sweet Shop, Quick Bites	Dine-out
10499	Catch-up-ino	Banashankari	Cafe	Dine-out
10499	Kirthi's Biryani	Banashankari	Cafe	Dine-out
10500	T3H Cafe	Banashankari	Cafe	Dine-out
10500	Srikrishna Bhavan	Banashankari	Quick Bites	Dine-out
10501	360 Atoms Restaurant And Cafe	Banashankari	Cafe	Dine-out
10501	New Imperial Restaurant	Banashankari	Casual Dining	Dine-out
10502	The Vintage Cafe	Banashankari	Cafe	Dine-out
10502	Green Gardenia	Banashankari	Casual Dining	Dine-out
10503	Parimala Sweets	Banashankari	Sweet Shop	Dine-out
10503	Vaishali Deluxe	Banashankari	Casual Dining	Dine-out
10504	Paradise Premium	Banashankari	Casual Dining	Dine-out
10504	Vi Ra's Bar and Restaurant	Banashankari	Bar	Dine-out
10505	Sri Yaksha Shiv Sagar	Banashankari	Casual Dining	Dine-out
10505	Nandhini Deluxe	Banashankari	Casual Dining	Dine-out
10506	Corner Stone	Banashankari	Beverage Shop, Quick Bites	Dine-out
10506	Karavali Fish Center	Banashankari	Quick Bites	Dine-out
10507	Ayda Persian Kitchen	Banashankari	Casual Dining	Dine-out
10507	J Spice	Banashankari	Casual Dining	Dine-out
10508	Swadesh Tadka	Banashankari	Casual Dining	Dine-out
10508	Iyer's Tiffin Centre	Banashankari	Quick Bites	Dine-out
10509	Kydz Adda	Banashankari	Casual Dining	Dine-out
10509	K27 - The Pub	Banashankari	Bar	Dine-out
10510	Kotian Karavali Restaurant	Banashankari	Quick Bites	Dine-out
10510	Food BoCafe	Banashankari	Casual Dining	Dine-out
10511	Hide Out Cafe	Banashankari	Cafe	Dine-out
10511	CAFE NOVA	Banashankari	Cafe	Dine-out
10512	Darbar	Banashankari	Bar	Dine-out
10512	Sri Ganesh Juice and Chats	Banashankari	Beverage Shop, Quick Bites	Dine-out
10513	Manifest Cafe	Banashankari	Casual Dining	Dine-out
10513	Beijing Bites	Banashankari	Casual Dining	Dine-out
10514	The Pizzeria	Banashankari	Casual Dining	Dine-out
10514	Sri Krishna Sagar	Banashankari	Casual Dining	Dine-out
10515	Lassi Stop	Banashankari	Beverage Shop, Quick Bites	Dine-out
10515	Sea Green Cafe	Banashankari	Cafe	Dine-out
10516	Parijatha Paradise	Banashankari	Casual Dining	Dine-out
10516	As On Fire	South Bangalore	Food Truck	Dine-out
10517	Pizza Hut	Banashankari	Casual Dining	Dine-out
10517	New Prashanth Hotel	Banashankari	Casual Dining	Dine-out
10518	Taaza Thindi	Banashankari	Quick Bites	Dine-out
10518	Hyderabad Express	Banashankari	Quick Bites	Dine-out
10519	Ayodhya Upachar	Banashankari	Quick Bites	Dine-out
10519	Petoo	Banashankari	Quick Bites	Dine-out
10520	Roving Feast	Banashankari	Quick Bites	Dine-out
10520	KFC	Banashankari	Quick Bites	Dine-out
10521	Five Star Chicken	Banashankari	Quick Bites	Dine-out
10521	Gama Gama	Banashankari	Quick Bites	Dine-out
10522	Hotel New Karavali	Banashankari	Quick Bites	Dine-out
10522	Kaapi Corner	Banashankari	Quick Bites	Dine-out
10523	McDonald's	Banashankari	Quick Bites	Dine-out
10523	Sri Laxmi Venkateshwara Coffee Bar	Banashankari	Quick Bites	Dine-out
10524	Bhattara Bhojana	Banashankari	Quick Bites	Dine-out
10524	Davanagere Benne Dose Hut	Banashankari	Quick Bites	Dine-out
10525	Utsav Restaurant	Banashankari	Quick Bites	Dine-out
10525	Messy Bowl	Banashankari	Quick Bites	Dine-out
10526	Devanna Dum Biriyani Centre	Banashankari	Quick Bites	Dine-out
10526	Janahaar	Banashankari	Quick Bites	Dine-out
10527	Stop 'N' Joy	Banashankari	Quick Bites	Dine-out
10527	Dodda Mane Baaduta	Banashankari	Quick Bites	Dine-out
10528	Chickpet Donne Biryani House	Banashankari	Quick Bites	Dine-out
10528	Brahmin Cafe	Banashankari	Quick Bites	Dine-out
10529	Chumma Delicious	Banashankari	Quick Bites	Dine-out
10529	Udupi Upachar	Banashankari	Quick Bites	Dine-out
10530	Bengaluru Coffee House	Banashankari	Quick Bites	Dine-out
10530	The Biryani Cafe	Banashankari	Quick Bites	Dine-out
10531	Spicy Tandoor	Banashankari	Quick Bites	Dine-out
10531	Banashankari Donne Biriyani	Banashankari	Quick Bites	Dine-out
10532	Addhuri Udupi Bhojana	Banashankari	Quick Bites	Dine-out
10532	Vasanth Vihar - Since 1965	Banashankari	Quick Bites	Dine-out
10533	Subway	Banashankari	Quick Bites	Dine-out
10533	SGS Non Veg - Gundu Pulav	Banashankari	Quick Bites	Dine-out
10534	Udupi Ruchi Grand	Banashankari	Quick Bites	Dine-out
10534	Hotel Mangala	Banashankari	Quick Bites	Dine-out
10535	Simple Thindies	Banashankari	Quick Bites	Dine-out
10535	Rolls On Wheels	Banashankari	Quick Bites	Dine-out
10536	Chilli Flakes	Banashankari	Quick Bites	Dine-out
10536	Kababs N Biryani	Banashankari	Quick Bites	Dine-out
10537	Udupi Ruchi	Banashankari	Quick Bites	Dine-out
10537	SLV Swadishta	Banashankari	Quick Bites	Dine-out
10538	Kolbeh	Banashankari	Quick Bites	Dine-out
10538	Kolkata Kathi Roll's	Banashankari	Quick Bites	Dine-out
10539	Mylari Biryani Family Restaurant	Banashankari	Quick Bites	Dine-out
10539	Upahar Sagar	Banashankari	Quick Bites	Dine-out
10540	Domino's Pizza	Banashankari	Quick Bites	Dine-out
10540	New Sagar Fast Food	Banashankari	Quick Bites	Dine-out
10541	Namma Biryani	Banashankari	Quick Bites	Dine-out
10541	Parama Ruchi	Banashankari	Quick Bites	Dine-out
10542	Thrilok Restaurant	Banashankari	Quick Bites	Dine-out
10542	Meat And Eat	Banashankari	Quick Bites	Dine-out
10543	Ande Ka Funda	Banashankari	Quick Bites	Dine-out
10543	Dakshin Grand	Banashankari	Quick Bites	Dine-out
10544	Chicken Hunt	Banashankari	Quick Bites	Dine-out
10544	Maruthi Davangere Benne Dosa	Banashankari	Quick Bites	Dine-out
10545	Shri Guru Raghavendra Grand Veg	Banashankari	Quick Bites	Dine-out
10545	Pizza Stop	Banashankari	Quick Bites	Dine-out
10546	Madhappa Hindu Military Hotel	Banashankari	Quick Bites	Dine-out
10546	Krishna Sagar	Banashankari	Quick Bites	Dine-out
10547	Hanumanthanagar Biryani Junction	Banashankari	Quick Bites	Dine-out
10547	Rasoi	Banashankari	Quick Bites	Dine-out
10548	SLV Refreshment	Banashankari	Quick Bites	Dine-out
10548	Kaggis	Banashankari	Quick Bites	Dine-out
10549	Chatar Patar	Banashankari	Quick Bites	Dine-out
10549	Seven Star	Banashankari	Quick Bites	Dine-out
10550	SVKP Daily Fresh	Banashankari	Quick Bites	Dine-out
10550	Kidambi's Kitchen	Banashankari	Quick Bites	Dine-out
10551	Ruchi's Corner	Banashankari	Quick Bites	Dine-out
10551	Tandoori Knight	Banashankari	Quick Bites	Dine-out
10552	Utsav	Banashankari	Quick Bites	Dine-out
10552	Mane Thindi	Banashankari	Quick Bites	Dine-out
10553	Fast And Fresh	Banashankari	Quick Bites	Dine-out
10553	New Gowda's Fried Chicken	Banashankari	Quick Bites	Dine-out
10554	Juicy Momos	Banashankari	Quick Bites	Dine-out
10554	Donne Biriyani House	Banashankari	Quick Bites	Dine-out
10555	Srinagar Kabab Corner	Banashankari	Quick Bites	Dine-out
10555	Sri Venkateshwara Chat Centre	Banashankari	Quick Bites	Dine-out
10556	Vinay Bhel Corner	Banashankari	Quick Bites	Dine-out
10556	Spice 9	Banashankari	Quick Bites	Dine-out
10557	Naveen Kabab & Biriyani Mane	Banashankari	Quick Bites	Dine-out
10557	Nandi Chats and Juice	Banashankari	Quick Bites	Dine-out
10558	Atithi Point Ande Ka Funda	Banashankari	Quick Bites	Dine-out
10558	Just Shawarma	Banashankari	Quick Bites	Dine-out
10559	Aramane Donne Biryani	Banashankari	Quick Bites	Dine-out
10559	FOOD ADDA	Banashankari	Quick Bites	Dine-out
10560	New Mangalore Lunch Home	Banashankari	Quick Bites	Dine-out
10560	Hotel Nisarga	Banashankari	Quick Bites	Dine-out
10561	Coffee Bytes	Banashankari	Quick Bites	Dine-out
10561	Parjanya Chat Zone	Banashankari	Quick Bites	Dine-out
10562	Yo Roll Corner	Banashankari	Quick Bites	Dine-out
10562	New Quality Dum Biryani	Banashankari	Quick Bites	Dine-out
10563	Sri Lakshmi Kabab Center	Banashankari	Quick Bites	Dine-out
10563	Dtink Lab	Banashankari	Quick Bites	Dine-out
10564	Shree Udupi South kitchen	Banashankari	Quick Bites	Dine-out
10564	Foodlieious Multi Cuisine	Banashankari	Quick Bites	Dine-out
10565	Tasty Bites	Banashankari	Quick Bites	Dine-out
10565	Raams Chicken	Banashankari	Quick Bites	Dine-out
10566	Panchami	Banashankari	Quick Bites	Dine-out
10566	Sri Raghavendra Prasanna Coffee Beans Club	Banashankari	Quick Bites	Dine-out
10567	Sri Balaji Tiffin Centre	Banashankari	Quick Bites	Dine-out
10567	New Indraprasta	Banashankari	Quick Bites	Dine-out
10568	VEGeatz	Banashankari	Quick Bites	Dine-out
10568	Grand Food	Banashankari	Quick Bites, Bakery	Dine-out
10569	Matru Sagar	Banashankari	Quick Bites	Dine-out
10569	Kavali	Banashankari	Quick Bites	Dine-out
10570	Bitez	Banashankari	Quick Bites	Dine-out
10570	Bunt's Biriyani Palace	Banashankari	Quick Bites	Dine-out
10571	Funjabi Curries	Banashankari	Quick Bites	Dine-out
10571	Udupi Upahar	Banashankari	Quick Bites	Dine-out
10572	Ranganna Military Hotel	Jayanagar	Quick Bites	Dine-out
10572	Roti Ghar	Basavanagudi	Casual Dining	Dine-out
10573	Grand Village	Basavanagudi	Casual Dining	Dine-out
10573	Vidyarthi Bhavan	Basavanagudi	Quick Bites	
10574	Bharjari Oota	Basavanagudi	Casual Dining	Dine-out
10574	Gokul Veg	Basavanagudi	Casual Dining	Dine-out
10575	SLV Corner Restaurant	Basavanagudi	Casual Dining	Dine-out
10575	Timepass Dinner	Basavanagudi	Casual Dining	Dine-out
10576	Baisakhi	Basavanagudi	Casual Dining	Dine-out
10576	Eat Repeat	Basavanagudi	Quick Bites	Dine-out
10577	Sri Guru Kottureshwara Davangere Benne Dosa	Basavanagudi	Quick Bites	Dine-out
10577	Bridgeway	Mysore Road	Casual Dining	Dine-out
10578	Srinathji's Cafe	Basavanagudi	Casual Dining, Cafe	Dine-out
10578	Soho Bar & Grill	Basavanagudi	Pub	Dine-out
10579	Kollapuri's	Basavanagudi	Quick Bites	Dine-out
10579	Aadhya Hotel	Basavanagudi	Casual Dining, Bar	Dine-out
10580	Bhavani Restaurant	Basavanagudi	Quick Bites	Dine-out
10580	Puliyogare Point	Basavanagudi	Quick Bites	Dine-out
10581	Zephyr	Basavanagudi	Casual Dining	Dine-out
10581	Redberrys	Basavanagudi	Cafe	Dine-out
10582	Hotel Dwarka	Basavanagudi	Quick Bites	Dine-out
10582	Nisarga Garden Restaurant	Basavanagudi	Quick Bites	Dine-out
10583	Ma-Arya Family Restaurant	Basavanagudi	Casual Dining	Dine-out
10583	A2B - Adyar Ananda Bhavan	Mysore Road	Casual Dining	Dine-out
10584	Ragoo's	Jayanagar	Casual Dining	Dine-out
10584	Imperial Restaurant	Mysore Road	Casual Dining	Dine-out
10585	New Prashanth Hotel	Basavanagudi	Casual Dining	Dine-out
10585	Udupi Sri Krishna Bhavan	Basavanagudi	Quick Bites	Dine-out
10586	Chinese Kitchen	Basavanagudi	Quick Bites	Dine-out
10586	Vijayalakshmi	Basavanagudi	Quick Bites	Dine-out
10587	Nammura Donne Biriyani	Basavanagudi	Quick Bites	Dine-out
10587	Curry Leaves	Basavanagudi	Casual Dining	Dine-out
10588	Goli Vada Pav No. 1	Basavanagudi	Quick Bites	Dine-out
10588	Ice Thunder	Basavanagudi	Quick Bites	Dine-out
10589	South Kitchen	Basavanagudi	Quick Bites	Dine-out
10589	Upahara Darshini	Basavanagudi	Quick Bites	Dine-out
10590	Mahalaxmi Tiffin Room	Basavanagudi	Quick Bites	Dine-out
10590	Starlite Bakery & Fastfood	Jayanagar	Quick Bites	Dine-out
10591	Sandwichwallas	Basavanagudi	Quick Bites	Dine-out
10591	J K Fish Land	Jayanagar	Quick Bites	Dine-out
10592	Udupi Grand	Basavanagudi	Quick Bites	
10592	Chinese Square	Basavanagudi	Quick Bites	Dine-out
10593	Castle Rock	Uttarahalli	Casual Dining	Dine-out
10593	Swadd Kitchen	Basavanagudi	Casual Dining	Dine-out
10594	Right Pizza	Basavanagudi	Quick Bites	Dine-out
10594	Kamat Bugle Rock	Basavanagudi	Quick Bites	Dine-out
10595	Basavanagudi Mylari	Basavanagudi	Quick Bites	Dine-out
10595	RS Shiv Sagar	Basavanagudi	Casual Dining	Dine-out
10596	New Prashanth Hotel	Basavanagudi	Casual Dining	Dine-out
10596	Shrinidhi Military Hotel	Basavanagudi	Quick Bites	Dine-out
10597	Dakshin Kitchen	Basavanagudi	Quick Bites	Dine-out
10597	Pramukh Family Restaurant	Basavanagudi	Casual Dining	Dine-out
10598	Chaatimes	Basavanagudi	Quick Bites	Dine-out
10598	Vybhava	Jayanagar	Quick Bites	Dine-out
10599	Shree Venkateshwara North Karnataka Hotel	Basavanagudi	Quick Bites	Dine-out
10599	Kadamba Classic	Mysore Road	Quick Bites	Dine-out
10600	Food Geek	Basavanagudi	Quick Bites	Dine-out
10600	Rosewood International Hotel - Bar & Restaurant	Mysore Road	Casual Dining	Dine-out
10601	Anand Sagar Inn	Basavanagudi	Casual Dining	Dine-out
10601	Sangam Military Hotel	Jayanagar	Quick Bites	Dine-out
10602	Kholi Mane	Basavanagudi	Quick Bites	Dine-out
10602	Harshi Super Sandwich	Basavanagudi	Quick Bites	Dine-out
10603	Hotel Pork Paradise	Mysore Road	Quick Bites	Dine-out
10603	Pallavi Bar & Restaurant	Mysore Road	Casual Dining, Bar	Dine-out
10604	Belly Squad Food Truck	South Bangalore	Food Truck	Dine-out
10604	New Rajadhani Spicy	Kumaraswamy Layout	Casual Dining	Dine-out
10605	Matru Sagar	Mysore Road	Quick Bites	Dine-out
10605	Sri Udupi Veg	Jayanagar	Quick Bites	Dine-out
10606	50-50 EATING HOUSE	Basavanagudi	Quick Bites	Dine-out
10606	Om Shiva Shakthi Chats Centre	Basavanagudi	Quick Bites	Dine-out
10607	Juice Junction Food Court	Basavanagudi	Quick Bites	Dine-out
10607	Burger King	Basavanagudi	Quick Bites	Dine-out
10608	Rolls Corner	Basavanagudi	Quick Bites	Dine-out
10608	New Ambur Hot Dum Biryani	Mysore Road	Quick Bites	Dine-out
10609	Sticke2Waffles	Basavanagudi	Quick Bites	Dine-out
10609	Shri Vinayaka Ice N Juice	Basavanagudi	Quick Bites	Dine-out
10610	Happy Chopsticks	Basavanagudi	Quick Bites	Dine-out
10610	Ambur Dum Biriyani	Basavanagudi	Quick Bites	Dine-out
10611	Food Plaza	Basavanagudi	Quick Bites	Dine-out
10611	Jcubez	Banashankari	Lounge	Drinks & nightlife
10612	Gustoes Beer House	Banashankari	Pub	Drinks & nightlife
10612	Blue Wings Bar & Restaurant	Banashankari	Bar, Casual Dining	Drinks & nightlife
10613	Vi Ra's Bar and Restaurant	Banashankari	Bar	Drinks & nightlife
10613	K27 - The Pub	Banashankari	Bar	Drinks & nightlife
10614	Darbar	Banashankari	Bar	Drinks & nightlife
10614	Soho Bar & Grill	Basavanagudi	Pub	Drinks & nightlife
10615	Deja Vu Resto Bar	Bannerghatta Road	Pub	
10615	Fattoush	Bannerghatta Road	Casual Dining	Buffet
10616	Empire Restaurant	Bannerghatta Road	Casual Dining	Buffet
10616	Abhiruchi Hotel	Bannerghatta Road	Casual Dining	Buffet
10617	Tulips	Bannerghatta Road	Casual Dining	Buffet
10617	Barbeque Nation	JP Nagar	Casual Dining	Buffet
10618	Sattvam	JP Nagar	Casual Dining	Buffet
10618	24th Main	JP Nagar	Casual Dining	Buffet
10619	Zaitoon	JP Nagar	Casual Dining	Buffet
10619	Mango Greens	JP Nagar	Casual Dining	Buffet
10620	Oye Amritsar	JP Nagar	Casual Dining	Buffet
10620	Melt - Eden Park	JP Nagar	Casual Dining	Buffet
10621	Crave Bit Cafe	JP Nagar	Cafe	Buffet
10621	Spice Code	JP Nagar	Casual Dining	Buffet
10622	The OnyThe HHI Select Bengaluru	JP Nagar	Casual Dining	
10622	The Pavillion	JP Nagar	Casual Dining	Buffet
10623	Sankranthi Veg Restaurant	BTM	Casual Dining	Buffet
10623	Tisano Cafe	Bannerghatta Road	Cafe	Cafes
10624	Cafe Kabana	Bannerghatta Road	Cafe	Cafes
10624	Butterly	Bannerghatta Road	Cafe	Cafes
10625	Cafe Conico	Bannerghatta Road	Cafe	Cafes
10625	Black Mug Cafe	Bannerghatta Road	Cafe	Cafes
10626	#refuel	Bannerghatta Road	Cafe	Cafes
10626	WAFL	Bannerghatta Road	Food Court	Cafes
10627	Vaho Kafe & Pressery	Bannerghatta Road	Cafe	
10627	Dreamcatcher	Bannerghatta Road	Cafe	Cafes
10628	Cafe Coffee Day	Bannerghatta Road	Cafe	Cafes
10628	Cafe Arabica	Bannerghatta Road	Cafe, Bakery	Cafes
10629	Starbucks	Bannerghatta Road	Cafe	Cafes
10629	Smoor	Bannerghatta Road	Dessert Parlor	Cafes
10630	Kalmane Koffees	Bannerghatta Road	Cafe	Cafes
10630	Shee-Sha Cafe	Bannerghatta Road	Cafe, Casual Dining	Cafes
10631	Brews N Bites	Bannerghatta Road	Quick Bites, Cafe	Cafes
10631	D2V Cafe	Bannerghatta Road	Cafe	Cafes
10632	Cafe Talk	Bannerghatta Road	Cafe, Casual Dining	Cafes
10632	Cafe Choco Craze	Bannerghatta Road	Cafe	Cafes
10633	Me N U	Bannerghatta Road	Quick Bites	Cafes
10633	Slate Cafe	JP Nagar	Cafe	Cafes
10634	Dialogues	JP Nagar	Cafe	Cafes
